,Movie Name,Release Year,Rating,Description,Genre
4667,East of the Mountains,2021,5.7,"Based on the best-selling novel by David Guterson When retired heart surgeon Ben Givens learns that he has terminal cancer, he takes his beloved dog back to his boyhood home in Eastern ... See full summary »","['Action', ' Drama']"
4668,Silent House,2011,5.2,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,['Horror']
4669,Wristcutters: A Love Story,2006,7.2,A film set in a strange afterlife way station that has been reserved for people who have committed suicide.,"['Comedy', ' Drama', ' Fantasy']"
4670,The Ultimate Life,2013,6.0,A billionaire with questionable priorities re-examines his life after discovering his grandfather's journal.,"['Drama', ' Romance']"
4671,Slow West,2015,6.9,"A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.","['Action', ' Adventure', ' Drama']"
4672,Seal Team,2021,5.6,Fearless seal Quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.,"['Animation', ' Action', ' Comedy']"
4673,The Merchant of Venice,2004,7.0,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.","['Drama', ' Romance']"
4674,W.,2008,6.3,A chronicle of the life and Presidency of George W. Bush.,"['Biography', ' Comedy', ' Drama']"
4675,Pilgrimage,2017,5.9,"In 13th-century Ireland, a group of monks must escort a sacred relic across a landscape fraught with peril.","['Action', ' Drama', ' History']"
4676,Wheelman,2017,6.4,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,"['Action', ' Crime', ' Thriller']"
4677,Suntan,2016,6.6,"On a hedonistic Greek island, a middle-aged doctor becomes obsessed with a young tourist when she lets him tag along with her group of hard partying friends.",['Drama']
4678,Brittany Runs a Marathon,2019,6.8,A young woman decides to make positive changes in her life by training for the New York City Marathon.,"['Comedy', ' Drama']"
4679,Hostile,2017,5.4,"Juliette, a lone survivor of an apocalyptic era, fights to survive against hunger, thirst, a broken leg and strange, disturbing creatures that only come out at nighttime.","['Drama', ' Horror', ' Romance']"
4680,Kilo Two Bravo,2014,7.1,"Kajaki Dam 2006. A company of young British soldiers encounter an unexpected, terrifying enemy. A dried-out river bed, and under every step the possibility of an anti-personnel mine. A mine that could cost you your leg - or your life.","['Adventure', ' Biography', ' Drama']"
4681,Manderlay,2005,7.2,"A story of slavery, set in the southern U.S. in the 1930s.",['Drama']
4682,Daddy's Little Girls,2007,5.8,A mechanic falls in love with his attorney.,"['Drama', ' Romance']"
4683,Bad Santa 2,2016,5.6,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.","['Comedy', ' Crime', ' Drama']"
4684,'83,2021,7.5,"On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage.","['Biography', ' Drama', ' History']"
4685,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,7.0,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.","['Adventure', ' Comedy']"
4686,Catch and Release,2006,5.9,A woman struggles to accept the death of her fiancé and the secrets he kept from her as she rebuilds her life.,"['Comedy', ' Drama', ' Romance']"
4687,Trafficked,2017,5.7,"In this story inspired by real characters, three girls from America, Nigeria and India are trafficked through an elaborate global network and enslaved in a Texas brothel, and must together attempt a daring escape to reclaim their freedom.","['Drama', ' Thriller']"
4688,Ride Along 2,2016,5.9,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","['Action', ' Comedy', ' Crime']"
4689,Sleepless,2017,5.6,A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,"['Action', ' Thriller']"
4690,Rendez-Vous,2015,5.7,She had a dream and achieving it didn't seem that difficult. Or so she thought.,"['Drama', ' Romance']"
4691,Summer '03,2018,5.5,A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.,"['Comedy', ' Drama', ' Romance']"
4692,A Guy Thing,2003,5.6,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,"['Comedy', ' Romance']"
4693,The Song of Names,2019,6.5,"Several years after his childhood friend, a violin prodigy, disappears on the eve of his first solo concert, an Englishman travels throughout Europe to find him.","['Drama', ' Music', ' Mystery']"
4694,The Informant!,2009,6.5,"The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.","['Biography', ' Comedy', ' Crime']"
4695,Next Gen,2018,6.6,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","['Animation', ' Action', ' Adventure']"
4696,Bruised,2020,6.2,A disgraced MMA fighter finds redemption in the cage and the courage to face her demons when the son she had given up as an infant unexpectedly reenters her life.,"['Drama', ' Sport']"
4697,Sanctum,2011,5.9,An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,"['Action', ' Adventure', ' Drama']"
4698,In Order of Disappearance,2014,7.1,"After his son is murdered by drug dealers, a snowplow driver starts seeking revenge.","['Action', ' Comedy', ' Crime']"
4699,Fucking Bornholm,2022,5.9,A group of friends with their children go on a traditional long weekend trip on the Danish island of Bornholm. An incident between children will trigger a wave of crisis in their relationships.,['Drama']
4700,Kill the Messenger,2014,6.9,"Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.","['Biography', ' Crime', ' Drama']"
4701,Fast Food Nation,2006,6.3,An examination of the health risks involved in the fast food industry as well as its environmental and social consequences.,"['Comedy', ' Drama']"
4702,Queen of Katwe,2016,7.4,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,"['Biography', ' Drama', ' Sport']"
4703,Looks That Kill,2020,6.3,The story of a teenage boy who deals with the ups and downs of being lethally attractive.,"['Comedy', ' Drama', ' Romance']"
4704,Rampage,2009,6.2,A man with a thirst for revenge builds a full body armor from Kevlar and goes on a killing spree.,"['Action', ' Crime', ' Thriller']"
4705,To Rome with Love,2012,6.3,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.","['Comedy', ' Music', ' Romance']"
4706,Found,2012,5.8,A horror-obsessed boy discovers his older brother is a serial killer.,"['Drama', ' Horror', ' Thriller']"
4707,Gemma Bovery,2014,6.4,"After moving to the French countryside with her husband, the British beauty, Gemma Bovery, draws the attention of a local baker, who finds in the moving couple a resemblance to the heroes of Madame Bovary","['Comedy', ' Drama', ' Romance']"
4708,Where Is Anne Frank,2021,6.4,"Kitty, the imaginary girl who Anne Frank wrote to in her 1940s diary during WWII, seeks out the deceased diarist while also inspiring a wave of modern social justice for refugees.","['Animation', ' Drama', ' Family']"
4709,Come As You Are,2019,7.0,Three young men with disabilities hit the road with a jaded nurse driver to a brothel in Montreal catering to people with special needs. Remake of the acclaimed Belgian film 'Hasta La Vista'.,"['Comedy', ' Drama']"
4710,Borg vs. McEnroe,2017,6.9,The story of the 1980 tennis rivalry between the placid Björn Borg and the volatile John McEnroe.,"['Biography', ' Drama', ' Sport']"
4711,Penguin Bloom,2020,6.8,A family takes in an injured Magpie that makes a profound difference in their lives.,"['Biography', ' Drama']"
4712,The Trust,2016,5.4,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,"['Crime', ' Thriller']"
4713,Iron Sky: The Coming Race,2019,5.0,A follow-up to the film Iron Sky (2012) in which Nazis plan to take over the world after lying dormant in a secret military base on the moon.,"['Action', ' Adventure', ' Comedy']"
4714,A Thousand Words,2012,5.8,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.","['Comedy', ' Drama', ' Fantasy']"
4715,Comet,2014,6.7,"Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.","['Comedy', ' Drama', ' Romance']"
4716,He Never Died,2015,6.3,"Jack, a social outcast, is thrust out of his comfort zone when the outside world bangs on his door and he can't contain his violent past.","['Comedy', ' Drama', ' Fantasy']"
4717,Batman: Gotham by Gaslight,2018,6.7,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.","['Animation', ' Action', ' Adventure']"
4718,The Decoy Bride,2011,6.1,"When the world's media descend on the remote Scottish island where a Hollywood actress is attempting to get married, a local girl is hired as a decoy bride to put the paparazzi off the scent.","['Comedy', ' Drama', ' Romance']"
4719,Rock Dog,2016,5.9,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.","['Animation', ' Adventure', ' Comedy']"
4720,The Experiment,2001,7.7,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.","['Drama', ' Thriller']"
4721,Something New,2006,6.6,"Kenya McQueen, an accountant finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper.","['Comedy', ' Drama', ' Romance']"
4722,How to Build a Girl,2019,5.9,"A teenager living with her working-class family on a council estate in Wolverhampton, England, grows up to become a popular but conflicted music journalist.",['Comedy']
4723,Dragon Blade,2015,5.9,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.","['Action', ' Drama', ' Fantasy']"
4724,Solomon Kane,2009,6.1,"A ruthless mercenary renounces violence after learning his soul is bound for hell. When a young girl is kidnapped and her family slain by a sorcerer's murderous cult, he is forced to fight and seek his redemption slaying evil.","['Action', ' Adventure', ' Fantasy']"
4725,Ted K,2021,6.0,"An exploration of Ted Kaczynski's life in Lincoln, Montana in the years leading up to his arrest as The Unabomber.","['Biography', ' Crime', ' Drama']"
4726,360,2011,6.1,"A modern and stylish kaleidoscope of interconnected love and relationships linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of romantic life in the 21st century.","['Drama', ' Romance', ' Thriller']"
4727,The Ant Bully,2006,5.8,"After Lucas Nickle floods an ant colony with his water gun, he's magically shrunken down to insect size and sentenced to hard labor in the ruins.","['Animation', ' Adventure', ' Comedy']"
4728,Violation,2020,5.3,"A troubled woman on the edge of divorce returns home to her younger sister after years apart. But when her sister and brother-in-law betray her trust, she embarks on a vicious crusade of revenge.","['Drama', ' Horror']"
4729,Small Town Crime,2017,6.6,"An alcoholic ex cop finds a woman on the roadside, left for dead. He offers to find the killer pro bono as P.I. Her granddad hires him. Things get nasty.","['Crime', ' Mystery', ' Thriller']"
4730,The Believer,2001,7.1,A young Jewish man develops a fiercely anti-Semitic philosophy. Based on the factual story of a K.K.K. member in the 1960s who was revealed to be Jewish by a New York Times reporter.,['Drama']
4731,Elle s'appelait Sarah,2010,7.5,"In modern-day Paris, a journalist finds her life becoming entwined with a young girl whose family was torn apart during the notorious Vel' d'Hiv Roundup in 1942.","['Drama', ' War']"
4732,Devil's Gate,2017,5.1,"Seeking a missing woman in North Dakota, an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister.","['Horror', ' Sci-Fi', ' Thriller']"
4733,Eros,2004,5.9,"Three short films, one each from Directors Michelangelo Antonioni, Steven Soderbergh, and Wong Kar Wai, address the themes of love and sex.","['Drama', ' Romance']"
4734,Sir,2018,7.7,"A prosperous young Indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.","['Drama', ' Romance']"
4735,Four Kids and It,2020,5.1,A group of kids on holiday in Cornwall meet a magical creature on the beach with the power to grant wishes.,"['Family', ' Fantasy']"
4736,Euphoria,2017,5.7,Sisters in conflict travelling through Europe toward a mystery destination.,"['Adventure', ' Drama', ' Mystery']"
4737,The Four Feathers,2002,6.5,A young British officer resigns his commission just before his regiment is sent to battle and soon receives four white feathers from his friends and fiancee as symbols of what they view as his cowardice.,"['Action', ' Adventure', ' Drama']"
4738,Seberg,2019,5.9,"Inspired by real events in the life of French New Wave icon Jean Seberg. In the late 1960s, Hoover's FBI targeted her because of her political and romantic involvement with civil rights activist Hakim Jamal.","['Biography', ' Drama', ' Thriller']"
4739,Amazing Grace,2006,7.4,"The idealist William Wilberforce (Ioan Gruffudd) maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.","['Biography', ' Drama', ' History']"
4740,Vampire Killers,2009,5.1,"Their women having been enslaved by the local pack of lesbian vampires thanks to an ancient curse, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.","['Action', ' Comedy', ' Fantasy']"
4741,Starter for 10,2006,6.7,"Set in 1985, working-class student Brian Jackson (McAvoy) navigates his first year at Bristol University.","['Comedy', ' Drama', ' Romance']"
4742,Final Fantasy: The Spirits Within,2001,6.4,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.,"['Animation', ' Action', ' Adventure']"
4743,Disney's Newsies: The Broadway Musical!,2017,8.3,"Filmed live on stage at the Pantages Theatre in Hollywood, CA, this is a not-to-be-missed high energy show starring Original Broadway cast members.",['Musical']
4744,Linoleum,2022,7.6,"When the host of a failing children's science show tries to fulfill his childhood dream of becoming an astronaut by building a rocket ship in his garage, a series of bizarre events occur that cause him to question his own reality.","['Comedy', ' Drama', ' Sci-Fi']"
4745,All I See Is You,2016,5.4,A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,['Drama']
4746,Trick or Treat Scooby-Doo!,2022,5.8,"With Coco and kitty in prison, Mystery Inc. thinks that they can finally enjoy a break.","['Animation', ' Adventure', ' Comedy']"
4747,Thanks for Sharing,2012,6.4,A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon: sex addiction.,"['Comedy', ' Drama', ' Romance']"
4748,Supercool,2021,5.3,"Lifelong friends Neil and Gilbert's undeniable bond is tested to the limits when Neil makes a magical wish that comes true. With the assistance of Neil's charismatic neighbor, Jimmy, and Gilbert's wild ideas, Neil endures one epic night.","['Action', ' Comedy', ' Crime']"
4749,Crown Vic,2019,6.4,Follows one memorable night in the life of LAPD officer Ray Mandel while hunting two cop killers on the loose.,"['Action', ' Adventure', ' Crime']"
4750,Sea Fever,2019,5.7,"The crew of a West of Ireland trawler, marooned at sea, struggle for their lives against a growing parasite in their water supply.","['Drama', ' Horror', ' Mystery']"
4751,Silver Skates,2020,7.1,"Matvey, the fastest courier on the frozen canals of 19th century St. Peteresburg is recruited by a group of pickpockets working the winter markets.","['Adventure', ' Drama', ' Family']"
4752,Loving Annabelle,2006,6.3,"The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.","['Drama', ' Romance']"
4753,Appropriate Behavior,2014,6.5,"Shirin is struggling to become an ideal Persian daughter, politically correct bisexual and hip young Brooklynite but fails miserably in her attempt at all identities. Being without a cliché to hold onto can be a lonely experience.","['Comedy', ' Drama', ' Romance']"
4754,"Paul, Apostle of Christ",2018,6.6,"Luke travels Roma looking for apostle Paul, turned in Nero's prisoner, to tell his story before his execution.","['Adventure', ' Biography', ' Drama']"
4755,The Beach House,2019,5.3,A romantic getaway for two troubled college sweethearts turns into a struggle for survival when unexpected guests - and the surrounding environment - exhibit signs of a mysterious infection.,"['Drama', ' Horror', ' Mystery']"
4756,My Blueberry Nights,2007,6.6,A young lonely woman takes a soul-searching journey across America to resolve her questions about love while encountering a series of off-beat characters along the way.,"['Drama', ' Romance']"
4757,Black '47,2018,6.8,"Set in Ireland during the Great Famine, the drama follows an Irish Ranger who has been fighting for the British Army abroad, as he abandons his post to reunite with his family.","['Action', ' Drama', ' History']"
4758,Catwoman: Hunted,2022,5.6,"Follows Catwoman in an attempt to steal a priceless jewel. This puts her squarely in the crosshairs of both a powerful consortium of villains, Interpol and Batwoman.","['Animation', ' Action', ' Crime']"
4759,Don't Be Afraid of the Dark,2010,5.5,A young girl sent to live with her father and his new girlfriend believes that she has released creatures from a sealed ash pit in the basement of her new home.,"['Fantasy', ' Horror', ' Thriller']"
4760,The Second Best Exotic Marigold Hotel,2015,6.5,"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.","['Comedy', ' Drama', ' Romance']"
4761,Dirt Road to Lafayette,2018,6.6,"Murdo, 15, and his father, Tom, journey from Scotland to North Alabama to visit their American/Scots relatives after the death of his mother. Murdo is an accordion player but has not played... See full summary »",['Drama']
4762,Fullmetal Alchemist,2017,5.3,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,"['Action', ' Adventure', ' Fantasy']"
4763,Cradle 2 the Grave,2003,5.8,"A jewel thief's daughter is kidnapped after he steals a collection of prized black diamonds, which aren't at all what they seem.","['Action', ' Crime', ' Drama']"
4764,Back Roads,2018,6.4,"In 1993, Harley's dad is shot dead and his mom goes to prison. He has to earn money and look after his 3 kid sisters. No college. Over 2 years, family secrets are slowly revealed. Will a good therapist be enough?","['Crime', ' Drama', ' Thriller']"
4765,Horror in the High Desert,2021,5.4,"In July 2017, an experienced outdoor enthusiast vanished in Northern Nevada while on an outdoor excursion. After an extensive search, he was never located. On the three-year anniversary of ... See full summary »","['Horror', ' Thriller']"
4766,Their Finest,2016,6.7,"A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.","['Comedy', ' Drama', ' Romance']"
4767,Stargirl,2020,6.2,"An unassuming high schooler finds himself inexplicably drawn to the free-spirited new girl, whose unconventional ways change how they see themselves--and each other.","['Comedy', ' Drama', ' Family']"
4768,The Best of Enemies,2019,7.3,"Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.","['Biography', ' Drama', ' History']"
4769,The Christmas Chronicles,2018,7.0,"The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.","['Adventure', ' Comedy', ' Family']"
4770,Bigfoot Family,2020,5.8,"Follow up to Son of Bigfoot: Father uses his new fame to fight against an Alaska oil company but when he disappears the son, the mother, a raccoon and a bear head North to rescue him.","['Animation', ' Adventure', ' Family']"
4771,First They Killed My Father,2017,7.1,Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.,"['Biography', ' Drama', ' History']"
4772,Transsiberian,2008,6.6,A Transsiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,"['Crime', ' Drama', ' Mystery']"
4773,How to Eat Fried Worms,2006,5.3,"During the first day of his new school year, a new kid in town squares off against a bully and winds up accepting a dare that could change the balance of power within his class.","['Comedy', ' Family']"
4774,Berberian Sound Studio,2012,6.2,A sound engineer's work for an Italian horror studio becomes a terrifying case of life imitating art.,"['Drama', ' Horror', ' Thriller']"
4775,And So It Goes,2014,5.8,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,"['Comedy', ' Drama', ' Romance']"
4776,I Am Zlatan,2021,6.3,"Son of Balkan immigrants Zlatan Ibrahimovic, born in Sweden, becomes, after a rough childhood, a Swedish football champion of several decades.","['Biography', ' Drama', ' Sport']"
4777,The Human Stain,2003,6.2,"When a disgraced former college dean has a romance with a mysterious younger woman haunted by her dark, twisted past, he is forced to confront a shocking fact about his own life that he has kept secret for fifty years.","['Drama', ' Romance', ' Thriller']"
4778,The Banana Splits Movie,2019,5.1,"A family attends a live taping of The Banana Splits television series, but are forced to survive as soon as the characters go haywire and start a killing spree around the studio.","['Action', ' Comedy', ' Horror']"
4779,Rimini,2022,7.1,"The death of his mother brings Richie Bravo back from his adopted home in Italy to his teenage bedroom in Lower Austria, where Charlton Heston is still flexing his biceps and Winnetou is still alive.","['Comedy', ' Drama']"
4780,Incarnate,2016,5.3,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.","['Horror', ' Thriller']"
4781,Frank & Lola,2016,5.9,"A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.","['Crime', ' Drama', ' Romance']"
4782,Overdrive,2017,5.3,"Two car thief brothers, who journey to the south of France for new opportunities, wind up in the cross hairs of the local crime boss.","['Action', ' Adventure', ' Crime']"
4783,The Sky Is Everywhere,2022,5.6,"A shy, teenage musician tries to keep things together in the aftermath of her older, more outgoing sister's death.","['Drama', ' Music', ' Romance']"
4784,Zipper,2015,5.8,A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,"['Drama', ' Thriller']"
4785,Kill Chain,2019,5.0,Three strangers' lives are inevitably entangled in a conflict none of them are prepared for.,"['Action', ' Thriller']"
4786,Bushwick,2017,5.2,"When a U.S. based military force invades their Brooklyn neighborhood, 20-year-old Lucy and war veteran Stupe must depend on each other to survive.","['Action', ' Thriller']"
4787,Get Carter,2000,5.1,A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.,"['Action', ' Crime', ' Drama']"
4788,Planes: Fire & Rescue,2014,5.9,"When Dusty learns that his engine is damaged and he may never race again, he joins a forest fire and rescue unit to be trained as a firefighter, or else his air strip will be shut down.","['Animation', ' Adventure', ' Comedy']"
4789,Playing with Fire,2019,5.1,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,"['Comedy', ' Family']"
4790,White Noise,2005,5.5,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,"['Drama', ' Horror', ' Mystery']"
4791,An Eye for Beauty,2014,5.5,"Luc, an architect and married man from Quebec, begins an extramarital affair with Lindsay while on a business trip to Toronto.",['Drama']
4792,After the Dark,2013,5.6,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse.","['Drama', ' Fantasy', ' Sci-Fi']"
4793,The Santa Clause 2,2002,5.7,"Scott Calvin has been a humble Santa Claus for eight years, but it might come to an end if he doesn't find a Mrs. Claus.","['Comedy', ' Family', ' Fantasy']"
4794,The Tomorrow Man,2019,5.8,Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. These two people will try to find love.,"['Drama', ' Romance']"
4795,The Wedding Guest,2018,5.8,A story centered on a mysterious British Muslim man (Dev Patel) on his journey across Pakistan and India.,['Thriller']
4796,The Breadwinner,2017,7.7,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","['Animation', ' Drama', ' Family']"
4797,Aviva,2020,5.3,"After meeting online, transatlantic lovers Aviva and Eden embark on a tumultuous courtship, love affair and marriage. The couple struggles, separates, and tries to get back together, as ... See full summary »","['Drama', ' Music', ' Romance']"
4798,Kid Cannabis,2014,6.4,An eighteen year old high school drop out and his twenty-seven year old friend start trafficking marijuana across the border of Canada in order to make money and their lives are changed forever.,"['Biography', ' Comedy', ' Crime']"
4799,Billie Eilish Live at the O2,2023,8.4,Join fans around the world in experiencing the never-before-seen extended cut version of Billie's Grammy-nominated concert film.,['Music']
4800,Shithouse,2020,6.9,A lonely college freshman forges a strong connection with his resident assistant during a fraternity party.,"['Comedy', ' Drama', ' Romance']"
4801,13 Sins,2014,6.3,"A cryptic phone call sets off a dangerous game of risks for Elliot, a down-on-his-luck salesman. The game promises increasing rewards for completing 13 tasks, each more sinister than the last.","['Horror', ' Thriller']"
4802,American Satan,2017,5.6,"A young rock band, half of its members from England and half from the U.S., drops out of college and moves to the Sunset Strip to chase their dreams.","['Drama', ' Fantasy', ' Music']"
4803,The Forgotten,2004,5.8,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.","['Drama', ' Mystery', ' Sci-Fi']"
4804,Rust Creek,2018,5.9,An overachieving college student gets lost on her way to a job interview. A wrong turn leaves her stranded deep in the Kentucky forest.,"['Crime', ' Drama', ' Thriller']"
4805,I Give It a Year,2013,5.7,"Newlywed couple Nat and Josh are deliriously happy despite their differences, though friends and family aren't convinced that they can last. With their first anniversary approaching and attractive alternatives in the mix, can they last?","['Comedy', ' Romance']"
4806,The Savages,2007,7.1,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,"['Comedy', ' Drama']"
4807,Assistant,2023,6.1,"Successful doctor, Raven Fields, finds herself drowning in work and looks to hire an assistant to help with her day-to-day. Taking a chance on a young and cheery woman, Raven believes she's... See full summary »",['Drama']
4808,The Kid,2019,5.9,The story of a young boy who witnesses Billy the Kid's encounter with Sheriff Pat Garrett.,"['Biography', ' Drama', ' Western']"
4809,Crazy/Beautiful,2001,6.4,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from an affluent neighborhood.","['Drama', ' Romance']"
4810,Miss Pettigrew Lives for a Day,2008,7.0,"Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.","['Comedy', ' Romance']"
4811,Table 19,2017,5.8,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.","['Comedy', ' Drama', ' Romance']"
4812,The Magic of Belle Isle,2012,6.9,"Monty Wildhorn, an alcoholic novelist of Westerns, has lost his drive. His nephew pushes him to summer in quiet Belle Isle. He begrudgingly befriends a newly single mom and her 3 girls who help him find the inspiration to write again.","['Comedy', ' Drama']"
4813,Mockingbird Don't Sing,2001,6.4,"Based on the actual events of one of the most horrific cases of child abuse ever to be documented, this haunting drama tells the tale of a young girl that was locked in a room for over 12 years.","['Biography', ' Drama']"
4814,Gambit,2012,5.7,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.","['Comedy', ' Crime']"
4815,The Sacrament,2013,6.1,"A news team trails a man as he travels into the world of Eden Parish to find his missing sister, where it becomes apparent that this paradise may not be as it seems.","['Horror', ' Thriller']"
4816,The Greasy Strangler,2016,5.7,"Ronnie runs a Disco walking tour with his son, Brayden. When a sexy woman takes the tour, it begins a competition between father and son for her love. It also signals the arrival of an oily strangler who stalks the streets at night.","['Comedy', ' Horror']"
4817,SuperFly,2018,5.2,"With retirement on his mind, a successful Atlanta-based drug dealer sets up one last big job while dealing with trigger-happy colleagues and the police.","['Action', ' Crime', ' Thriller']"
4818,Frankenstein,2011,8.6,"Created by Victor Frankenstein, the one known only as 'The Creature' sets out to discover the world and the meaning of his life.","['Drama', ' Sci-Fi']"
4819,Badla,2019,7.8,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,"['Crime', ' Drama', ' Mystery']"
4820,The Polka King,2017,6.0,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.,"['Biography', ' Comedy', ' Drama']"
4821,The Other Side of the Wind,2018,6.7,"At a media-swamped party to celebrate his 70th birthday and screen his avant-garde film-in-progress, a legendary but jaded Hollywood director is faced both with voracious fans and unsettling questions about what became of his lead actor.",['Drama']
4822,American Splendor,2003,7.4,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,"['Biography', ' Comedy', ' Drama']"
4823,The Birth of a Nation,2016,6.5,"Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.","['Biography', ' Drama', ' History']"
